id,surah_number,ayah_number,word,word_plain,meaning,sort_order,ayah_id
3716,11,69,بِٱلۡبُشۡرَىٰ,بٱلبشرى,ببِشارَتِه بالولَدِ.,2,20250
3717,11,69,بِعِجۡلٍ حَنِيذٖ,بعجل حنيذ,مَشْويٍّ في النارِ، أو على حِجارةٍ مُحمَّاةٍ بها.,3,20250
3718,11,70,نَكِرَهُمۡ,نكرهم,أنكرَ عَدَمَ أكلِهم.,1,20251
3719,11,70,وَأَوۡجَسَ مِنۡهُمۡ خِيفَةٗ,وأوجس منهم خيفة,أحَسَّ في نفسِه خوْفاً منهم.,2,20251
3720,11,72,يَٰوَيۡلَتَىٰٓ,يويلتى,كلمةٌ أرادَتْ بها التعجُّبَ.,1,20253
3721,11,72,بَعۡلِي,بعلي,زوجي.,2,20253
3722,11,72,شَيۡخًا,شيخا,كبيراً في السِّن.,3,20253
3723,11,73,حَمِيدٞ,حميد,محمودٌ في صفاتِه وأفعالِه.,1,20254
3724,11,73,مَجِيدٞ,مجيد,عَظِيمٌ في صفاته، أو كثيرُ الخيرِ والإحسانِ.,2,20254
3725,11,74,ٱلرَّوۡعُ,ٱلروع,الخوفُ.,1,20255
3726,11,75,لَحَلِيمٌ,لحليم,صَبُورٌ على الأذَى، كثيرُ الصَّفْحِ عَمَّن ناله بمَكْروهٍ.,1,20256
3727,11,75,أَوَّٰهٞ,أوه,كثيرُ التضرُّعِ إلى اللهِ.,2,20256
3728,11,75,مُنِيبٞ,منيب,رَجَّاعٌ إلى اللهِ في أمورِه كلِّها.,3,20256
3729,11,76,جَآءَ أَمۡرُ رَبِّكَ,جاء أمر ربك,أي: بهَلاكِ قومِ لوطٍ.,1,20257
3730,11,77,سِيٓءَ بِهِمۡ,سيء بهم,ساءَه حُضورُهم وأحْزَنَه.,1,20258
3731,11,77,وَضَاقَ بِهِمۡ ذَرۡعٗا,وضاق بهم ذرعا,ضَعُفَتْ طاقَتُه عن تَدْبيرِ خَلاصِهم.,2,20258
3732,11,77,عَصِيبٞ,عصيب,شديدٌ شَرُّه وبلاؤُه.,3,20258
3733,11,78,يُهۡرَعُونَ إِلَيۡهِ,يهرعون إليه,يُسْرِعُون المشيَ إليه؛ لطَلَبِ الفاحشةِ.,1,20259
3734,11,78,هَٰٓؤُلَآءِ بَنَاتِي,هؤلاء بناتي,نساؤُكم اللّاتِي بمَنْزِلَةِ بناتي، فتزوَّجُوهنَّ.,2,20259
3735,11,78,وَلَا تُخۡزُونِ,ولا تخزون,لا تَفْضَحُوني ولا تُهينوني.,3,20259
3736,11,78,رَشِيدٞ,رشيد,حَسَنُ التقديرِ للأمورِ.,4,20259
3737,11,79,مِنۡ حَقّٖ,من حق,من حاجةٍ أو رغبةٍ.,1,20260
3738,11,80,لَوۡ أَنَّ لِي بِكُمۡ قُوَّةً,لو أن لي بكم قوة,لو وَجَدْتُ قُوَّة بَدَنٍ وأنصارًا مَعِي لَمَنعْتُكم من أضيافي.,1,20261
3739,11,80,أَوۡ ءَاوِيٓ إِلَىٰ رُكۡنٖ شَدِيدٖ,أو ءاوي إلى ركن شديد,أو ألجأُ إلى عشيرةٍ قويَّة تمنعني منكم.,2,20261
3740,11,81,فَأَسۡرِ بِأَهۡلِكَ,فأسر بأهلك,فاخرُجْ أنتَ وأهلُك المؤمنون.,1,20262
3741,11,81,بِقِطۡعٖ مِّنَ ٱلَّيۡلِ,بقطع من ٱليل,بآخِر الليلِ.,2,20262
3742,11,81,إِلَّا ٱمۡرَأَتَكَ,إلا ٱمرأتك,فلا تَسْرِ بها.,3,20262
3743,11,82,جَآءَ أَمۡرُنَا,جاء أمرنا,أي: بهلاكِ قومِ لوطٍ.,1,20263
3744,11,82,جَعَلۡنَا عَٰلِيَهَا سَافِلَهَا,جعلنا عليها سافلها,جَعَلْنا عاليَ قُراهم سافِلَها فقَلَبْناها عليهم.,2,20263
3745,11,82,وَأَمۡطَرۡنَا,وأمطرنا,أرْسَلْنا.,3,20263
3746,11,82,سِجِّيلٖ,سجيل,من طِينٍ مُتَحَجِّر.,4,20263
3747,11,82,مَنضُودٖ,منضود,مُتتابعٍ في النزولِ.,5,20263
3748,11,83,مُسَوَّمَةً عِندَ رَبِّكَ,مسومة عند ربك,مُعَلَّمَةً عند الله بعَلامةٍ تميِّزُها.,1,20264
3749,11,84,مَدۡيَنَ,مدين,قومِ شُعيبٍ عليه السلام، وهم قبيلةٌ من العربِ.,1,20265
3750,11,84,يَوۡمٖ مُّحِيطٖ,يوم محيط,لا يَفْلِتُ فيه أحدٌ من العذاب.,2,20265
3751,11,85,أَوۡفُواْ,أوفوا,أتِمُّوا.,1,20266
3752,11,85,بِٱلۡقِسۡطِ,بٱلقسط,بالعدلِ من غيرِ زيادةٍ ولا نقصٍ.,2,20266
3753,11,85,وَلَا تَبۡخَسُواْ,ولا تبخسوا,ولا تَنْقُصُوا.,3,20266
3754,11,85,وَلَا تَعۡثَوۡاْ فِي ٱلۡأَرۡضِ مُفۡسِدِينَ,ولا تعثوا في ٱلأرض مفسدين,ولا تُفْرِطُوا في الفسادِ.,4,20266
3755,11,86,بَقِيَّتُ ٱللَّهِ خَيۡرٞ لَّكُمۡ,بقيت ٱلله خير لكم,ما أبقَى اللهُ لكم من الحَلالِ فيه بَرَكَةٌ وخيرٌ لكم.,1,20267
3756,11,86,بِحَفِيظٖ,بحفيظ,برقيبٍ أُحْصِي أعمالَكم.,2,20267
3757,11,87,ٱلۡحَلِيمُ,ٱلحليم,العاقلُ المتأنِّي.,1,20268
3758,11,87,ٱلرَّشِيدُ,ٱلرشيد,الحَسَنُ التدبيرِ في المالِ.,2,20268
3759,11,88,بَيِّنَةٖ,بينة,حُجَّةٍ واضحةٍ.,1,20269
3760,11,88,حَسَنٗا,حسنا,واسعاً حلالاً.,2,20269
3761,11,88,وَمَا تَوۡفِيقِيٓ,وما توفيقي,وما هدايتي إلى إصابةِ الحقِّ والإصلاحِ.,3,20269
3762,11,88,تَوَكَّلۡتُ,توكلت,اعتمَدْتُ وفوَّضْتُ أمري.,4,20269
3763,11,88,وَإِلَيۡهِ أُنِيبُ,وإليه أنيب,أرْجِعُ في كلِّ أموري.,5,20269
3764,11,89,لَا يَجۡرِمَنَّكُمۡ شِقَاقِيٓ,لا يجرمنكم شقاقي,لا تَحْمِلَنَّكم مُعاداتي.,1,20270
3765,11,89,وَمَا قَوۡمُ لُوطٖ مِّنكُم بِبَعِيدٖ,وما قوم لوط منكم ببعيد,أي: وما إهلاكُهم بزمانٍ ولا مكانٍ بعيدٍ منكم.,2,20270
3766,11,90,وَدُودٞ,ودود,كثيرُ المودَّةِ والمحبَّةِ لِمَنْ تابَ إليه وأنابَ.,1,20271
3767,11,91,مَا نَفۡقَهُ,ما نفقه,لا نَفْهَمُ ولا نُدْرِكُ.,1,20272
3768,11,91,رَهۡطُكَ,رهطك,عشيرتُك الأقربون.,2,20272
3769,11,91,لَرَجَمۡنَٰكَ,لرجمنك,لَقَتَلْناك رَجْماً بالحجارةِ.,3,20272
3770,11,92,وَٱتَّخَذۡتُمُوهُ وَرَآءَكُمۡ ظِهۡرِيًّا,وٱتخذتموه وراءكم ظهريا,نَبَذْتُم أمرَ اللهِ وراءَ ظُهورِكم، فلم تَمْتثلُوا له.,1,20273
3771,11,92,مُحِيطٞ,محيط,لا يَخْفىٰ عليه شيءٌ من أقوالِكم وأفعالِكم.,2,20273
3772,11,93,عَلَىٰ مَكَانَتِكُمۡ,على مكانتكم,حالتِكم التي أنتم عليها من الكفر.,1,20274
3773,11,93,يُخۡزِيهِ,يخزيه,يُهينُه ويُذِلُّه.,2,20274
3774,11,93,وَٱرۡتَقِبُوٓاْ,وٱرتقبوا,وانتظِرُوا عاقبةَ أمرِكم.,3,20274
3775,11,93,رَقِيبٞ,رقيب,مُنتظِرٌ.,4,20274
3776,11,94,جَآءَ أَمۡرُنَا,جاء أمرنا,أي: بهَلاكِ قومِ شُعيبٍ.,1,20275
3777,11,94,ٱلصَّيۡحَةُ,ٱلصيحة,وهي الصوتُ الشديدُ المُهلِكُ.,2,20275
3778,11,94,جَٰثِمِينَ,جثمين,لاصِقين بالأرض على رُكَبِهم ووجوهِهم، لاحَراكَ بهم.,3,20275
3779,11,95,كَأَن لَّمۡ يَغۡنَوۡاْ فِيهَآ,كأن لم يغنوا فيها,كأنَّ قومَ شعيبٍ لم يُقيموا في ديارهم ويتمتَّعوا فيها.,1,20276
3780,11,95,بُعۡدٗا,بعدا,هَلاكاً.,2,20276
3781,11,96,بِـَٔايَٰتِنَا,بـايتنا,بالتوراةِ، وبما أَعْطَيْناه من أدلَّةٍ على توحيدِنا.,1,20277
3782,11,96,وَسُلۡطَٰنٖ مُّبِينٍ,وسلطن مبين,حُجَّةٍ بيِّنةٍ على صِدْقِه.,2,20277
3783,11,97,وَمَلَإِيْهِۦ,وملإيه,أشرافِ قومهِ وسادتِهم.,1,20278
3784,11,97,بِرَشِيدٖ,برشيد,مُصيبٍ للحقِّ وللطريقِ السَّديدِ.,2,20278
3785,11,98,يَقۡدُمُ قَوۡمَهُۥ,يقدم قومه,يتقدَّمُهم.,1,20279
3786,11,98,فَأَوۡرَدَهُمُ ٱلنَّارَ,فأوردهم ٱلنار,فأدخَلَهم فيها.,2,20279
3787,11,98,ٱلۡوِرۡدُ ٱلۡمَوۡرُودُ,ٱلورد ٱلمورود,المَدْخَلُ الذي يَدْخُلونه، وهو النارُ.,3,20279
3788,11,99,وَأُتۡبِعُواْ,وأتبعوا,أُلْحِقُوا.,1,20280
3789,11,99,فِي هَٰذِهِۦ,في هذه,أي: الدنيا.,2,20280
3790,11,99,لَعۡنَةٗ,لعنة,إبعاداً عن رحمة اللهِ.,3,20280
3791,11,99,ٱلرِّفۡدُ ٱلۡمَرۡفُودُ,ٱلرفد ٱلمرفود,العطاءُ المعطَى لهم، وهو لعنةُ الدنيا والآخرةِ.,4,20280
3792,11,100,نَقُصُّهُۥ عَلَيۡكَ,نقصه عليك,نُخْبِرُك به.,1,20281
3793,11,100,قَآئِمٞ,قائم,له آثارٌ باقية.,2,20281
3794,11,100,وَحَصِيدٞ,وحصيد,ما لا أَثَر له.,3,20281
3795,11,101,فَمَآ أَغۡنَتۡ عَنۡهُمۡ,فما أغنت عنهم,فما نَفَعَتْهم.,1,20282
3796,11,101,جَآءَ أَمۡرُ رَبِّكَ,جاء أمر ربك,أي: بهَلاكِهم.,2,20282
3797,11,101,غَيۡرَ تَتۡبِيبٖ,غير تتبيب,غيرَ تَخْسيرٍ وإهلاكٍ.,3,20282
3798,11,103,لَأٓيَةٗ,لأية,لَعِبْرَةً وعِظةً.,1,20284
3799,11,106,زَفِيرٞ,زفير,إخراجُ النَّفَسِ من الصَّدْرِ؛ من شِدَّةِ الحُزْنِ.,1,20287
3800,11,106,وَشَهِيقٌ,وشهيق,رَدُّ النَّفَسِ إلى الصَّدْرِ مع طولٍ فيه.,2,20287
3801,11,108,غَيۡرَ مَجۡذُوذٖ,غير مجذوذ,غيرَ مقطوعٍ عنهم.,1,20289
3802,11,109,مِرۡيَةٖ,مرية,شَكٍّ.,1,20290
3803,11,110,ٱلۡكِتَٰبَ,ٱلكتب,التوراةَ.,1,20291
3804,11,110,كَلِمَةٞ سَبَقَتۡ مِن رَّبِّكَ,كلمة سبقت من ربك,وهي حُكْمُه بتأخيرِ عذابِ الخَلْقِ إلى يومِ القيامةِ.,2,20291
3805,11,110,مُرِيبٖ,مريب,مُوْقِعٍ في القَلَقِ وعدمِ الاطمئنانِ.,3,20291
3806,11,112,وَلَا تَطۡغَوۡاْ,ولا تطغوا,ولا تتجاوَزُوا حدودَ اللهِ.,1,20293
3807,11,113,وَلَا تَرۡكَنُوٓاْ,ولا تركنوا,ولا تَمِيلُوا بمَوَدَّةٍ.,1,20294
3808,11,113,أَوۡلِيَآءَ,أولياء,أنصارٍ.,2,20294
3809,11,114,وَزُلَفٗا مِّنَ ٱلَّيۡلِ,وزلفا من ٱليل,جَمْعُ زُلْفَة، أي: ساعاتٍ من أوَّلِه.,1,20295
3810,11,116,فَلَوۡلَا,فلولا,فهَلَّا.,1,20297
3811,11,116,ٱلۡقُرُونِ,ٱلقرون,جَمْعُ قَرْنٍ، وهم القومُ المقتَرنون في زمانٍ واحدٍ.,2,20297
3812,11,116,أُوْلُواْ بَقِيَّةٖ,أولوا بقية,أصحابُ خيرٍ وصلاحٍ.,3,20297
3813,11,116,مَآ أُتۡرِفُواْ فِيهِ,ما أترفوا فيه,ما مُتِّعُوا فيه من لذَّاتِ الدُّنيا ونعيمِها.,4,20297
3814,11,119,وَتَمَّتۡ,وتمت,وَجَبَتْ.,1,20300
3815,11,119,كَلِمَةُ رَبِّكَ,كلمة ربك,حُكْمُه وقضاؤُه.,2,20300
3816,11,119,ٱلۡجِنَّةِ,ٱلجنة,الجِنِّ.,3,20300
3817,11,120,نَقُصُّ عَلَيۡكَ,نقص عليك,نُخْبِرُك ونُبيِّنُ لك.,1,20301
3818,11,120,نُثَبِّتُ,نثبت,نُقَوِّي ونُطَمْئِنُ.,2,20301
3819,11,121,مَكَانَتِكُمۡ,مكانتكم,حالتِكم التي أنتم عليها من الكفرِ.,1,20302
3820,11,123,وَلِلَّهِ غَيۡبُ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ,ولله غيب ٱلسموت وٱلأرض,عِلْمُ جميعِ ما هو غائبٌ عن العبادِ فيهما.,1,20304
3821,11,123,وَتَوَكَّلۡ عَلَيۡهِ,وتوكل عليه,اعتمِدْ وفَوِّضْ أمْرَك إليه وحدَه.,2,20304
3822,12,1,ٱلۡمُبِينِ,ٱلمبين,الواضِحِ في معانيه وأحكامِه.,1,20305
3823,12,3,ٱلۡغَٰفِلِينَ,ٱلغفلين,السَّاهِين، أي: لم يَكُنْ لك عِلْمٌ بهذا الإخبارِ.,1,20307
3824,12,4,سَٰجِدِينَ,سجدين,أي: سجودَ تَكريمٍ واحترامٍ.,1,20308
3825,12,5,فَيَكِيدُواْ لَكَ,فيكيدوا لك,يَحْتالُوا من أجلِ إهلاكِك حَسَداً.,1,20309
3826,12,5,مُبِينٞ,مبين,ظاهرُ العداوةِ.,2,20309
3827,12,6,يَجۡتَبِيكَ,يجتبيك,يختارُك لأمورٍ عظيمة.,1,20310
3828,12,6,تَأۡوِيلِ ٱلۡأَحَادِيثِ,تأويل ٱلأحاديث,تفسيرِ الرُّؤىٰ المناميةِ.,2,20310
3829,12,6,وَيُتِمُّ نِعۡمَتَهُۥ عَلَيۡكَ,ويتم نعمته عليك,أي: بالنُّبوَّةِ والرِّسالةِ.,3,20310
3830,12,7,ءَايَٰتٞ,ءايت,عِبَرٌ، وعلاماتٌ دالَّةٌ على قدرةِ اللهِ.,1,20311
3831,12,8,عُصۡبَةٌ,عصبة,جماعةٌ من الرجالِ متناصِرُون.,1,20312
3832,12,8,ضَلَٰلٖ مُّبِينٍ,ضلل مبين,خطأٍ بيِّنٍ في تفضيلِهما علينا.,2,20312
3833,12,9,ٱطۡرَحُوهُ أَرۡضٗا,ٱطرحوه أرضا,أَلْقُوه في أرضٍ بعيدةٍ.,1,20313
3834,12,9,يَخۡلُ لَكُمۡ وَجۡهُ أَبِيكُمۡ,يخل لكم وجه أبيكم,يَخْلُصْ لكم حُبُّ أبيكم وإقبالُه عليكم.,2,20313
3835,12,9,مِنۢ بَعۡدِهِۦ,من بعده,من بعدِ قَتْلِ يوسفَ أو إبعادِه.,3,20313
3836,12,9,صَٰلِحِينَ,صلحين,تائبين إلى اللهِ مِنْ فَعْلَتِكم.,4,20313
3837,12,10,غَيَٰبَتِ ٱلۡجُبِّ,غيبت ٱلجب,جوفِ البئرِ وأسفلِه حيثُ يَغيبُ خبرُه.,1,20314
3838,12,10,ٱلسَّيَّارَةِ,ٱلسيارة,المسافرين المارِّينَ بالبئرِ.,2,20314
3839,12,12,يَرۡتَعۡ,يرتع,يَتَنعَّمْ في أكْلِ ما لَذَّ له وطابَ.,1,20316
3840,12,12,وَيَلۡعَبۡ,ويلعب,يتسابَقْ ويرمِ بالسِّهام معنا.,2,20316
3841,12,13,لَيَحۡزُنُنِيٓ,ليحزنني,لَيُؤْلمُ نفسي.,1,20317
3842,12,13,غَٰفِلُونَ,غفلون,ساهُون.,2,20317
3843,12,14,لَخَٰسِرُونَ,لخسرون,عاجِزُون لا خيرَ فينا.,1,20318
3844,12,15,وَأَجۡمَعُوٓاْ,وأجمعوا,عَزَمُوا.,1,20319
3845,12,15,وَأَوۡحَيۡنَآ إِلَيۡهِ,وأوحينا إليه,أعلمَ اللهُ يوسُفَ؛ تَطْميناً لقَلْبِه.,2,20319
3846,12,15,لَتُنَبِّئَنَّهُم,لتنبئنهم,لتُخْبِرَنَّ إخوتَك.,3,20319
3847,12,17,نَسۡتَبِقُ,نستبق,نتسابَقُ في الجَرْيِ والرَّمْيِ بالسِّهامِ.,1,20321
3848,12,17,مَتَٰعِنَا,متعنا,ما ننتفِعُ به من الطَّعامِ والثيابِ ونحوِهما.,2,20321
3849,12,17,بِمُؤۡمِنٖ لَّنَا,بمؤمن لنا,بمُصَدِّقٍ لنا.,3,20321
3850,12,18,سَوَّلَتۡ,سولت,زَيَّنَتْ.,1,20322
3851,12,18,فَصَبۡرٞ جَمِيلٞ,فصبر جميل,وهو ما لا جَزَعَ فيه، ولا شَكْوى معه لأحدٍ من الخَلْقِ.,2,20322
3852,12,19,سَيَّارَةٞ,سيارة,جماعةٌ من المسافرين.,1,20323
3853,12,19,وَارِدَهُمۡ,واردهم,مَنْ يتقدَّمُهم ليطلُبَ لهم الماءَ.,2,20323
3854,12,19,فَأَدۡلَىٰ دَلۡوَهُۥ,فأدلى دلوه,فأَنْزَلَها الواردُ في البئرِ.,3,20323
3855,12,19,وَأَسَرُّوهُ,وأسروه,وأخفى الوارِدُ وأصحابُه يوسفَ عن بقيةِ المسافرين.,4,20323
3856,12,19,بِضَٰعَةٗ,بضعة,متاعاً للتجارة.,5,20323
3857,12,20,وَشَرَوۡهُ,وشروه,باعه إخوتُه.,1,20324
3858,12,20,بَخۡسٖ,بخس,قليلٍ ناقصٍ عن مِثْلِه.,2,20324
3859,12,20,ٱلزَّٰهِدِينَ,ٱلزهدين,المُعْرِضين عنه، غيرِ المبالِين به.,3,20324
3860,12,21,أَكۡرِمِي مَثۡوَىٰهُ,أكرمي مثوىه,اجعلي مَقامَه عندنا كريماً.,1,20325
3861,12,21,فِي ٱلۡأَرۡضِ,في ٱلأرض,أرضِ مصرَ.,2,20325
3862,12,21,وَٱللَّهُ غَالِبٌ عَلَىٰٓ أَمۡرِهِۦ,وٱلله غالب على أمره,لا يُعْجِزُه شيءٌ، ولا ينازعُه في حُكْمِه أحدٌ.,3,20325
3863,12,22,أَشُدَّهُۥٓ,أشده,منتهى قوتِه الجسميةِ، وتكامُلَ عَقْلِه.,1,20326
3864,12,22,حُكۡمٗا,حكما,حِكْمةً وفَهْماً سديداً، أو النبوَّةَ.,2,20326
3865,12,23,وَرَٰوَدَتۡهُ,ورودته,ودَعَت امرأةُ العزيزِ يوسُفَ إلى نفسِها بلِينٍ ومُخادَعَةٍ.,1,20327
3866,12,23,هَيۡتَ لَكَ,هيت لك,هلمَّ إليَّ وأقْبِلْ.,2,20327
3867,12,23,مَعَاذَ ٱللَّهِ,معاذ ٱلله,أستجيرُ بالله وأعتصِمُ به ممَّا تُريدين مني.,3,20327
3868,12,23,إِنَّهُۥ رَبِّيٓ,إنه ربي,إن زوجَكِ سيِّدي.,4,20327
3869,12,23,مَثۡوَايَ,مثواي,مَقامي عنده.,5,20327
3870,12,24,هَمَّتۡ بِهِۦ,همت به,مالَتْ إليه، وعَزَمَتْ على فِعْلِ الفاحشةِ به.,1,20328
3871,12,24,وَهَمَّ بِهَا,وهم بها,ما خَطَرَ بنفسِه من الميلِ بمقتضى الطبيعةِ البشريَّة.,2,20328
3872,12,24,بُرۡهَٰنَ رَبِّهِۦ,برهن ربه,حُجَّةَ رَبِّه الواضحةَ التي مَنَعَتْه عن المَيْلِ لخَطَراتِ نفسِه.,3,20328
3873,12,24,ٱلسُّوٓءَ,ٱلسوء,كلَّ ما يَسُوءُه، ومنه خيانةُ سَيِّدِه.,4,20328
3874,12,24,وَٱلۡفَحۡشَآءَ,وٱلفحشاء,ما يَشْتَدُّ قُبْحُه من المعاصي، ومنه الزِّنى.,5,20328
